model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
LINCOLN Navigator,LINCOLN,2008,5.4,8,Auto-L6,Auto,2WD,Gasoline,SUV,12,18,14,7,2,No
LINCOLN Navigator,LINCOLN,2008,5.4,8,Auto-L6,Auto,2WD,Gasoline,SUV,12,18,14,6,2,No
LOTUS Elise,LOTUS,2008,1.8,4,Man-6,Man,2WD,Gasoline,small car,20,26,22,6,6,No
LOTUS Elise,LOTUS,2008,1.8,4,Man-6,Man,2WD,Gasoline,small car,21,27,23,6,7,No
LOTUS Exige,LOTUS,2008,1.8,4,Man-6,Man,2WD,Gasoline,small car,20,26,22,6,6,No
LOTUS Exige,LOTUS,2008,1.8,4,Man-6,Man,2WD,Gasoline,small car,21,27,23,6,7,No
MASERATI Granturismo,MASERATI,2008,4.2,8,Auto-6,Auto,2WD,Gasoline,small car,14,21,17,6,4,No
MASERATI Quattroporte,MASERATI,2008,4.2,8,Auto-6,Auto,2WD,Gasoline,large car,13,19,15,6,3,No
MAZDA 3,MAZDA,2008,2.0,4,Auto-S4,Auto,2WD,Gasoline,small car,23,31,26,9,8,Yes
MAZDA 3,MAZDA,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,24,32,27,9,8,Yes
MAZDA 3,MAZDA,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,small car,22,29,24,9,7,Yes
MAZDA 3,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,small car,22,29,25,9,7,Yes
MAZDA 3,MAZDA,2008,2.3,4,Man-6,Man,2WD,Gasoline,midsize car,18,26,20,7,6,Yes
MAZDA 3,MAZDA,2008,2.0,4,Auto-S4,Auto,2WD,Gasoline,small car,23,31,26,6,8,Yes
MAZDA 3,MAZDA,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,24,32,27,6,8,Yes
MAZDA 3,MAZDA,2008,2.3,4,Man-6,Man,2WD,Gasoline,midsize car,18,26,20,6,6,No
MAZDA 3,MAZDA,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,small car,22,29,24,6,7,Yes
MAZDA 3,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,small car,22,29,25,6,7,Yes
MAZDA 5,MAZDA,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,minivan,21,27,23,6,7,Yes
MAZDA 5,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,minivan,22,28,24,6,7,Yes
MAZDA 6,MAZDA,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,midsize car,21,28,24,9,7,Yes
MAZDA 6,MAZDA,2008,3.0,6,Man-5,Man,2WD,Gasoline,midsize car,17,25,20,7,6,Yes
MAZDA 6,MAZDA,2008,3.0,6,Auto-S6,Auto,2WD,Gasoline,midsize car,18,25,20,7,6,Yes
MAZDA 6,MAZDA,2008,2.3,4,Auto-S5,Auto,2WD,Gasoline,midsize car,21,28,24,6,7,Yes
MAZDA 6,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,midsize car,21,29,24,6,7,Yes
MAZDA 6,MAZDA,2008,3.0,6,Man-5,Man,2WD,Gasoline,midsize car,17,25,20,6,6,No
MAZDA 6,MAZDA,2008,3.0,6,Auto-S6,Auto,2WD,Gasoline,midsize car,18,25,20,6,6,No
MAZDA B2300,MAZDA,2008,2.3,4,Auto-L5,Auto,2WD,Gasoline,pickup,19,24,21,7,6,Yes
MAZDA B2300,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,pickup,21,26,23,7,7,Yes
MAZDA B2300,MAZDA,2008,2.3,4,Auto-L5,Auto,2WD,Gasoline,pickup,19,24,21,6,6,No
MAZDA B2300,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,pickup,21,26,23,6,7,Yes
MAZDA B3000,MAZDA,2008,3.0,6,Auto-L5,Auto,2WD,Gasoline,pickup,15,20,17,7,4,No
MAZDA B3000,MAZDA,2008,3.0,6,Auto-L5,Auto,2WD,Gasoline,pickup,15,20,17,6,4,No
MAZDA B3000,MAZDA,2008,3.0,6,Man-5,Man,2WD,Gasoline,pickup,16,21,18,6,5,No
MAZDA B4000,MAZDA,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,pickup,15,20,17,6,4,No
MAZDA B4000,MAZDA,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,pickup,14,17,15,6,3,No
MAZDA B4000,MAZDA,2008,4.0,6,Man-5,Man,4WD,Gasoline,pickup,15,19,16,6,4,No
MAZDA CX-7,MAZDA,2008,2.3,4,Auto-S6,Auto,2WD,Gasoline,SUV,17,23,19,6,5,No
MAZDA CX-7,MAZDA,2008,2.3,4,Auto-S6,Auto,4WD,Gasoline,SUV,16,22,18,6,5,No
MAZDA CX-9,MAZDA,2008,3.7,6,Auto-S6,Auto,2WD,Gasoline,SUV,16,22,18,7,5,No
MAZDA CX-9,MAZDA,2008,3.7,6,Auto-S6,Auto,4WD,Gasoline,SUV,15,21,17,7,4,No
MAZDA CX-9,MAZDA,2008,3.7,6,Auto-S6,Auto,2WD,Gasoline,SUV,16,22,18,6,5,No
MAZDA CX-9,MAZDA,2008,3.7,6,Auto-S6,Auto,4WD,Gasoline,SUV,15,21,17,6,4,No
MAZDA MX-5,MAZDA,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,20,27,23,7,7,Yes
MAZDA MX-5,MAZDA,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,28,24,7,7,Yes
MAZDA MX-5,MAZDA,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,22,27,24,7,7,Yes
MAZDA MX-5,MAZDA,2008,2.0,4,Auto-S6,Auto,2WD,Gasoline,small car,20,27,23,6,7,Yes
MAZDA MX-5,MAZDA,2008,2.0,4,Man-6,Man,2WD,Gasoline,small car,21,28,24,6,7,Yes
MAZDA MX-5,MAZDA,2008,2.0,4,Man-5,Man,2WD,Gasoline,small car,22,27,24,6,7,Yes
MAZDA RX-8,MAZDA,2008,1.3,2,Man-6,Man,2WD,Gasoline,small car,16,22,18,6,5,No
MAZDA RX-8,MAZDA,2008,1.3,2,Auto-S6,Auto,2WD,Gasoline,small car,16,23,19,6,5,No
MAZDA Tribute,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,SUV,22,28,24,7,7,Yes
MAZDA Tribute,MAZDA,2008,2.3,4,Auto-L4,Auto,2WD,Gasoline,SUV,20,26,22,6,6,No
MAZDA Tribute,MAZDA,2008,2.3,4,Man-5,Man,2WD,Gasoline,SUV,22,28,24,6,7,Yes
MAZDA Tribute,MAZDA,2008,2.3,4,Auto-L4,Auto,4WD,Gasoline,SUV,19,24,21,6,6,No
MAZDA Tribute,MAZDA,2008,3.0,6,Auto-L4,Auto,2WD,Gasoline,SUV,18,24,20,6,6,No
MAZDA Tribute,MAZDA,2008,3.0,6,Auto-L4,Auto,4WD,Gasoline,SUV,17,22,19,6,5,No
MAZDA Tribute Hybrid,MAZDA,2008,2.3,4,Auto-AV,Auto,2WD,Gasoline,SUV,34,30,32,9,9,Yes
MAZDA Tribute Hybrid,MAZDA,2008,2.3,4,Auto-AV,Auto,4WD,Gasoline,SUV,29,27,28,9,8,Yes
MAZDA Tribute Hybrid,MAZDA,2008,2.3,4,Auto-AV,Auto,2WD,Gasoline,SUV,34,30,32,8,9,Yes
MAZDA Tribute Hybrid,MAZDA,2008,2.3,4,Auto-AV,Auto,4WD,Gasoline,SUV,29,27,28,8,8,Yes
MERCEDES-BENZ C300,MERCEDES-BENZ,2008,3.0,6,Man-6,Man,2WD,Gasoline,small car,18,26,21,7,6,Yes
MERCEDES-BENZ C300,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,2WD,Ethanol/Gas,small car,15,22,18,6,6,No
MERCEDES-BENZ C300,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,2WD,Ethanol/Gas,small car,15,22,18,5,6,No
MERCEDES-BENZ C350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,small car,17,25,20,7,6,Yes
MERCEDES-BENZ CL550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,14,21,17,7,4,No
MERCEDES-BENZ CL550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,14,21,17,6,4,No
MERCEDES-BENZ CL600,MERCEDES-BENZ,2008,5.5,12,Auto-L5,Auto,2WD,Gasoline,small car,11,17,13,6,1,No
MERCEDES-BENZ CL63 AMG,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,small car,11,18,14,6,2,No
MERCEDES-BENZ CL65 AMG,MERCEDES-BENZ,2008,5.5,12,Auto-S5,Auto,2WD,Gasoline,small car,11,17,13,6,1,No
MERCEDES-BENZ CLK350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,small car,17,25,20,7,6,Yes
MERCEDES-BENZ CLK350 Cabriolet,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,small car,17,25,20,7,6,Yes
MERCEDES-BENZ CLK550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,15,22,17,7,4,No
MERCEDES-BENZ CLK550 Cabriolet,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,15,21,17,7,4,No
MERCEDES-BENZ CLK63 AMG,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,small car,12,19,14,6,2,No
MERCEDES-BENZ CLK63 AMG Cabriolet,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,small car,12,18,14,6,2,No
MERCEDES-BENZ CLS550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,14,21,16,7,4,No
MERCEDES-BENZ CLS63 AMG,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,small car,12,18,14,6,2,No
MERCEDES-BENZ E320 Bluetec,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,2WD,Diesel,midsize car,23,32,26,3,7,No
MERCEDES-BENZ E350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,midsize car,17,24,19,9,5,No
MERCEDES-BENZ E350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,midsize car,17,24,19,7,5,No
MERCEDES-BENZ E550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,midsize car,15,22,17,7,4,No
MERCEDES-BENZ E550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,midsize car,13,19,16,7,4,No
MERCEDES-BENZ E550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,midsize car,13,19,16,6,4,No
MERCEDES-BENZ E63 AMG,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,midsize car,12,19,15,6,3,No
MERCEDES-BENZ E63 AMG Wagon,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,station wagon,12,18,14,6,2,No
MERCEDES-BENZ G500,MERCEDES-BENZ,2008,5.0,8,Auto-L7,Auto,4WD,Gasoline,SUV,12,15,13,6,1,No
MERCEDES-BENZ G55 AMG,MERCEDES-BENZ,2008,5.4,8,Auto-L5,Auto,4WD,Gasoline,SUV,11,13,12,6,0,No
MERCEDES-BENZ GL320 CDI 4Matic,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,4WD,Diesel,SUV,18,24,20,1,4,No
MERCEDES-BENZ GL450 4Matic,MERCEDES-BENZ,2008,4.6,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,18,15,7,3,No
MERCEDES-BENZ GL450 4Matic,MERCEDES-BENZ,2008,4.6,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,18,15,6,3,No
MERCEDES-BENZ GL550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,17,14,7,2,No
MERCEDES-BENZ GL550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,17,14,6,2,No
MERCEDES-BENZ ML320 CDI 4Matic,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,4WD,Diesel,SUV,18,24,21,1,5,No
MERCEDES-BENZ ML350 4Matic,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,4WD,Gasoline,SUV,15,20,17,7,4,No
MERCEDES-BENZ ML350 4Matic,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,4WD,Gasoline,SUV,15,20,17,6,4,No
MERCEDES-BENZ ML550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,18,15,7,3,No
MERCEDES-BENZ ML550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,SUV,13,18,15,6,3,No
MERCEDES-BENZ Maybach 57,MERCEDES-BENZ,2008,5.5,12,Auto-L5,Auto,2WD,Gasoline,large car,10,16,12,6,0,No
MERCEDES-BENZ Maybach 57S,MERCEDES-BENZ,2008,6.0,12,Auto-L5,Auto,2WD,Gasoline,large car,10,16,12,6,0,No
MERCEDES-BENZ Maybach 62,MERCEDES-BENZ,2008,5.5,12,Auto-L5,Auto,2WD,Gasoline,large car,10,16,12,6,0,No
MERCEDES-BENZ Maybach 62S,MERCEDES-BENZ,2008,6.0,12,Auto-L5,Auto,2WD,Gasoline,large car,10,16,12,6,0,No
MERCEDES-BENZ R320 CDI 4Matic,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,4WD,Diesel,SUV,18,24,21,1,5,No
MERCEDES-BENZ R350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,SUV,15,20,17,7,4,No
MERCEDES-BENZ R350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,SUV,15,20,17,6,4,No
MERCEDES-BENZ R350 4Matic,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,4WD,Gasoline,SUV,15,19,16,7,4,No
MERCEDES-BENZ R350 4Matic,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,4WD,Gasoline,SUV,15,19,16,6,4,No
MERCEDES-BENZ S550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,large car,14,21,16,7,4,No
MERCEDES-BENZ S550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,large car,14,21,16,6,4,No
MERCEDES-BENZ S550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,large car,14,20,16,7,4,No
MERCEDES-BENZ S550 4Matic,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,4WD,Gasoline,large car,14,20,16,6,4,No
MERCEDES-BENZ S600,MERCEDES-BENZ,2008,5.5,12,Auto-L5,Auto,2WD,Gasoline,large car,11,17,13,6,1,No
MERCEDES-BENZ S63 AMG,MERCEDES-BENZ,2008,6.2,8,Auto-S7,Auto,2WD,Gasoline,large car,11,17,13,6,1,No
MERCEDES-BENZ S65 AMG,MERCEDES-BENZ,2008,6.0,12,Auto-S5,Auto,2WD,Gasoline,large car,11,17,13,6,1,No
MERCEDES-BENZ SL55 AMG,MERCEDES-BENZ,2008,5.4,8,Auto-S5,Auto,2WD,Gasoline,small car,12,17,14,6,2,No
MERCEDES-BENZ SL550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,14,21,16,7,4,No
MERCEDES-BENZ SL550,MERCEDES-BENZ,2008,5.5,8,Auto-L7,Auto,2WD,Gasoline,small car,14,21,16,6,4,No
MERCEDES-BENZ SL600,MERCEDES-BENZ,2008,5.5,12,Auto-L5,Auto,2WD,Gasoline,small car,11,18,14,6,2,No
MERCEDES-BENZ SL65 AMG,MERCEDES-BENZ,2008,6.0,12,Auto-S5,Auto,2WD,Gasoline,small car,11,18,14,6,2,No
MERCEDES-BENZ SLK280,MERCEDES-BENZ,2008,3.0,6,Man-6,Man,2WD,Gasoline,small car,17,25,20,7,6,Yes
MERCEDES-BENZ SLK280,MERCEDES-BENZ,2008,3.0,6,Auto-L7,Auto,2WD,Gasoline,small car,18,24,20,7,6,Yes
MERCEDES-BENZ SLK350,MERCEDES-BENZ,2008,3.5,6,Man-6,Man,2WD,Gasoline,small car,16,23,19,7,5,No
MERCEDES-BENZ SLK350,MERCEDES-BENZ,2008,3.5,6,Auto-L7,Auto,2WD,Gasoline,small car,17,23,19,7,5,No
MERCEDES-BENZ SLK55 AMG,MERCEDES-BENZ,2008,5.4,8,Auto-S7,Auto,2WD,Gasoline,small car,14,20,16,6,4,No
MERCEDES-BENZ SLR,MERCEDES-BENZ,2008,5.4,8,Auto-S5,Auto,2WD,Gasoline,small car,12,16,13,6,1,No
MERCURY Grand Marquis FFV,MERCURY,2008,4.6,8,Auto-L4,Auto,2WD,Ethanol/Gas,large car,13,19,15,6,5,No
MERCURY Mariner,MERCURY,2008,2.3,4,Auto-L4,Auto,2WD,Gasoline,SUV,20,26,22,6,6,No
MERCURY Mariner,MERCURY,2008,2.3,4,Auto-L4,Auto,4WD,Gasoline,SUV,19,24,21,6,6,No
MERCURY Mariner,MERCURY,2008,3.0,6,Auto-L4,Auto,2WD,Gasoline,SUV,18,24,20,6,6,No
MERCURY Mariner,MERCURY,2008,3.0,6,Auto-L4,Auto,4WD,Gasoline,SUV,17,22,19,6,5,No
MERCURY Mariner Hybrid,MERCURY,2008,2.3,4,Auto-AV,Auto,2WD,Gasoline,SUV,34,30,32,9,9,Yes
MERCURY Mariner Hybrid,MERCURY,2008,2.3,4,Auto-AV,Auto,4WD,Gasoline,SUV,29,27,28,9,8,Yes
MERCURY Mariner Hybrid,MERCURY,2008,2.3,4,Auto-AV,Auto,2WD,Gasoline,SUV,34,30,32,8,9,Yes
MERCURY Mariner Hybrid,MERCURY,2008,2.3,4,Auto-AV,Auto,4WD,Gasoline,SUV,29,27,28,8,8,Yes
MERCURY Milan,MERCURY,2008,2.3,4,Auto-L5,Auto,2WD,Gasoline,midsize car,20,28,23,9,7,Yes
MERCURY Milan,MERCURY,2008,3.0,6,Auto-L6,Auto,4WD,Gasoline,midsize car,17,25,20,7,6,Yes
MERCURY Milan,MERCURY,2008,3.0,6,Auto-L6,Auto,2WD,Gasoline,midsize car,18,26,21,7,6,Yes
MERCURY Milan,MERCURY,2008,2.3,4,Auto-L5,Auto,2WD,Gasoline,midsize car,20,28,23,6,7,Yes
MERCURY Milan,MERCURY,2008,2.3,4,Man-5,Man,2WD,Gasoline,midsize car,20,29,23,6,7,Yes
MERCURY Milan,MERCURY,2008,3.0,6,Auto-L6,Auto,4WD,Gasoline,midsize car,17,25,20,6,6,No
MERCURY Milan,MERCURY,2008,3.0,6,Auto-L6,Auto,2WD,Gasoline,midsize car,18,26,21,6,6,No
MERCURY Mountaineer,MERCURY,2008,4.0,6,Auto-L5,Auto,2WD,Gasoline,SUV,14,20,16,7,4,No
MERCURY Mountaineer,MERCURY,2008,4.0,6,Auto-L5,Auto,4WD,Gasoline,SUV,13,19,15,7,3,No
MERCURY Mountaineer,MERCURY,2008,4.6,8,Auto-L6,Auto,2WD,Gasoline,SUV,13,20,16,7,4,No
MERCURY Mountaineer,MERCURY,2008,4.6,8,Auto-L6,Auto,4WD,Gasoline,SUV,13,19,15,7,3,No
MERCURY Mountaineer,MERCURY,2008,4.6,8,Auto-L6,Auto,2WD,Gasoline,SUV,13,20,16,6,4,No
MERCURY Mountaineer,MERCURY,2008,4.6,8,Auto-L6,Auto,4WD,Gasoline,SUV,13,19,15,6,3,No
MERCURY Sable,MERCURY,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,large car,17,24,19,9,5,No
MERCURY Sable,MERCURY,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,large car,18,28,22,9,6,Yes
MERCURY Sable,MERCURY,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,large car,17,24,19,6,5,No
MERCURY Sable,MERCURY,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,large car,18,28,22,6,6,No
MINI Mini Cooper Convertible,MINI,2008,1.6,4,Auto-AV,Auto,2WD,Gasoline,small car,25,33,28,6,8,Yes
MINI Mini Cooper Convertible,MINI,2008,1.6,4,Man-5,Man,2WD,Gasoline,small car,26,35,29,6,8,Yes
MINI Mini Cooper S Convertible,MINI,2008,1.6,4,Auto-S6,Auto,2WD,Gasoline,small car,22,31,26,6,8,Yes
MINI Mini Cooper S Convertible,MINI,2008,1.6,4,Man-6,Man,2WD,Gasoline,small car,24,31,27,6,8,Yes
MITSUBISHI Eclipse,MITSUBISHI,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,small car,20,26,22,7,6,Yes
MITSUBISHI Eclipse,MITSUBISHI,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,7,7,Yes
MITSUBISHI Eclipse,MITSUBISHI,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,small car,20,26,22,6,6,No
MITSUBISHI Eclipse,MITSUBISHI,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,28,23,6,7,Yes
MITSUBISHI Eclipse,MITSUBISHI,2008,3.8,6,Man-6,Man,2WD,Gasoline,small car,16,25,19,6,5,No
MITSUBISHI Eclipse,MITSUBISHI,2008,3.8,6,Auto-S5,Auto,2WD,Gasoline,small car,17,25,20,6,6,No
MITSUBISHI Eclipse Spyder,MITSUBISHI,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,small car,19,26,22,7,6,Yes
MITSUBISHI Eclipse Spyder,MITSUBISHI,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,19,26,22,7,6,Yes
MITSUBISHI Eclipse Spyder,MITSUBISHI,2008,2.4,4,Auto-S4,Auto,2WD,Gasoline,small car,19,26,22,6,6,No
